NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Phases,Study Type
NCT01465360,"Performance of AclarusDxâ„¢, a Blood-Based Transcriptomic Test for AD, in US Patients Newly Referred to a Memory Center",https://clinicaltrials.gov/study/NCT01465360,COMPLETED,Alzheimer's Disease|Mild Cognitive Impairment|Vascular Dementia|Fronto-temporal Dementia|Primary Progressive Aphasia|Parkinson' Disease Dementia|Mixed Dementia,,Exonhit,,,OBSERVATIONAL
NCT03328195,Vielight Neuro RX Gamma - Feasibility Pilot,https://clinicaltrials.gov/study/NCT03328195,COMPLETED,Alzheimer Disease,DEVICE: Neuro RX Gamma synchronous|DEVICE: Sham|DEVICE: Neuro RX Gamma asynchronous,Vielight Inc.,,,INTERVENTIONAL
NCT02874820,I2PETPG - Imidazoline2 Binding Sites in a Group of Participants Diagnosed With AD,https://clinicaltrials.gov/study/NCT02874820,TERMINATED,Alzheimer Disease,RADIATION: [11C]BU99008|DRUG: Idazoxan,Imperial College London,GlaxoSmithKline,EARLY_PHASE1,INTERVENTIONAL
NCT05048966,Comparison of Two Group Wellness Interventions for Individuals With Neurologic Conditions and Their Support Persons,https://clinicaltrials.gov/study/NCT05048966,RECRUITING,Traumatic Brain Injury|Mild Traumatic Brain Injury|Alzheimer's Disease|Brain Injury Traumatic Moderate|Brain Injury Traumatic Severe|Dementia,BEHAVIORAL: Group Wellness Class 1|BEHAVIORAL: Group Wellness Class 2,Kessler Foundation,"University of Michigan|Franciscan Health|Rehabilitation Hospital of Indiana|University of California, San Diego",,INTERVENTIONAL
NCT03919162,A Trial to Evaluate the Efficacy and Safety of PQ912 in Patients With Early AD,https://clinicaltrials.gov/study/NCT03919162,TERMINATED,Alzheimer Disease,DRUG: PQ912|OTHER: Placebo,Vivoryon Therapeutics N.V.,Alzheimer's Disease Cooperative Study (ADCS)|National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT06709014,A Double-blind Dual Study Assessing Safety and Efficacy of Buntanetap in Participants With Early AD,https://clinicaltrials.gov/study/NCT06709014,RECRUITING,Early Alzheimers Disease,DRUG: buntanetap/posiphen|DRUG: Placebo,Annovis Bio Inc.,Prevail Infoworks,PHASE3,INTERVENTIONAL
NCT03197740,"A Multinational, Multi-center, Randomized, Double-blind, Active Comparator, Phase III Clinical Trial to Evaluate the Efficacy and Safety of Donepezil Transdermal Patch in Patients With Alzheimer's Disease",https://clinicaltrials.gov/study/NCT03197740,COMPLETED,Alzheimer Disease,DRUG: Donepezil patch|DRUG: aricept Tab,Icure Pharmaceutical Inc.,,PHASE3,INTERVENTIONAL
NCT04971733,A Study to Assess Safety and Target Engagement of E2814 in Participants With Mild to Moderate Cognitive Impairment Due to Dominantly Inherited Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04971733,COMPLETED,Alzheimer Disease,DRUG: E2814,Eisai Inc.,,PHASE1|PHASE2,INTERVENTIONAL
NCT03919669,A Longitudinal Evaluation of a Radiotracer for Use in Tau Tracking,https://clinicaltrials.gov/study/NCT03919669,COMPLETED,Alzheimer Disease|Mild Cognitive Impairment,DRUG: All Subjects,"University of Wisconsin, Madison","Cerveau Technologies, Inc.",PHASE2,INTERVENTIONAL
NCT07011745,A Phase 3 Study to Evaluate the Safety and Efficacy of KarXT + KarX-EC for the Treatment of Agitation Associated With Alzheimer's Disease (ADAGIO-2),https://clinicaltrials.gov/study/NCT07011745,NOT_YET_RECRUITING,Alzheimer Disease,DRUG: Xanomeline/Trospium Chloride Capsule|DRUG: Xanomeline Enteric Capsule|DRUG: Placebo,Bristol-Myers Squibb,,PHASE3,INTERVENTIONAL
NCT07011732,A Phase 3 Study to Evaluate the Safety and Efficacy of KarXT + KarX-EC for the Treatment of Agitation Associated With Alzheimer's Disease (ADAGIO-1),https://clinicaltrials.gov/study/NCT07011732,NOT_YET_RECRUITING,Alzheimer Disease,DRUG: Xanomeline/Trospium Chloride Capsule|DRUG: Xanomeline Enteric Capsule|DRUG: Placebo,Bristol-Myers Squibb,,PHASE3,INTERVENTIONAL
NCT05858515,REVERSE-Long COVID-19 With Baricitinib Study,https://clinicaltrials.gov/study/NCT05858515,WITHDRAWN,Post-Acute COVID-19 Syndrome,DRUG: Baricitinib 4 MG|DRUG: Placebo,Vanderbilt University Medical Center,"Emory University|University of California, San Francisco|University of Minnesota|Vanderbilt University|Yale University",PHASE3,INTERVENTIONAL
NCT06647498,A Study of a Potential Disease Modifying Treatment in Individuals at Risk for or With a Type of Early Onset AD Caused by a Genetic Mutation,https://clinicaltrials.gov/study/NCT06647498,RECRUITING,"Alzheimers Disease|Dementia|Alzheimers Disease, Familial",DRUG: Remternetug|DRUG: Matching Placebo (Remternetug),Washington University School of Medicine,Alzheimer's Association|Eli Lilly and Company|National Institute on Aging (NIA)|GHR Foundation|Private Donors,PHASE2|PHASE3,INTERVENTIONAL
NCT03071224,Phase 1 Evaluation of [18F]MK-6240 PET as an Imaging Marker for Tau Protein,https://clinicaltrials.gov/study/NCT03071224,COMPLETED,Alzheimer Disease|Healthy Volunteers,DRUG: [18F] MNI-946|DRUG: [18F]Florbetapir,Invicro,,EARLY_PHASE1,INTERVENTIONAL
NCT02973971,ADDIA Chronobiological Study,https://clinicaltrials.gov/study/NCT02973971,COMPLETED,Alzheimer Disease,OTHER: volumeric MRI,Amoneta Diagnostics SAS,,,OBSERVATIONAL
NCT06177028,MCLENA-2: A Phase II Clinical Trial for the Assessment of Lenalidomide in Patients With Mild Cognitive Impairment,https://clinicaltrials.gov/study/NCT06177028,NOT_YET_RECRUITING,"Cognitive Impairment, Mild|Cognitive Dysfunction|Amyloid Plaque|Neurodegenerative Disease, Hereditary|Inflammation, Brain",DRUG: Lenalidomide 10 mg,"St. Joseph's Hospital and Medical Center, Phoenix",Texas Tech University,PHASE2,INTERVENTIONAL
NCT05531526,"Phase 3, Double-blind, Randomized, Placebo-controlled Trial to Evaluate the Efficacy and Safety of AR1001 in Participants With Early Alzheimer's Disease (Polaris-AD)",https://clinicaltrials.gov/study/NCT05531526,ACTIVE_NOT_RECRUITING,Alzheimer Disease,DRUG: AR1001|DRUG: Placebo,"AriBio Co., Ltd.",,PHASE3,INTERVENTIONAL
NCT04742465,ARIADE : Augmented Reality for Improving Autonomy in Dementia,https://clinicaltrials.gov/study/NCT04742465,COMPLETED,Alzheimer or Mild Cognitive Impairment,OTHER: Augmented reality technological assistance for the movements of people with Alzheimer's disease or MCI in a controlled environment.,Rennes University Hospital,"INRIA, Hybrid team|Ecole Centrale Nantes, laboratoire Ambiances, Architectures, UrbanitÃ©s - UMR 1563 CNRS-ECN-ENSAN-ENSAG",,INTERVENTIONAL
NCT02149017,Phase 1 and Phase 2 Clinical Trials of SNUBH-NM-333(18F),https://clinicaltrials.gov/study/NCT02149017,TERMINATED,Alzheimer Disease,RADIATION: SNUBH-NM-333(18F),Seoul National University Hospital,,PHASE1|PHASE2,INTERVENTIONAL
NCT00645190,"A Randomized, Double-blind, Flexible Dose, Multicenter Study to Evaluate the Effectiveness and Safety of Galantamine IR in Mild to Moderate Alzheimer's Disease",https://clinicaltrials.gov/study/NCT00645190,COMPLETED,Alzheimer Disease,DRUG: Galantamine HBr,Xian-Janssen Pharmaceutical Ltd.,,PHASE3,INTERVENTIONAL
NCT05245903,Passive Sensor Identification of Digital Biomarkers to Assess Effects of Orally Administered Nicotinamide Riboside,https://clinicaltrials.gov/study/NCT05245903,UNKNOWN,Alzheimer Disease|Dementia Alzheimers|Dementia|Cognitive Impairment|Mild Cognitive Impairment|Neurodegenerative Diseases|Neurocognitive Disorders|Neurocognitive Dysfunction|Cognitive Dysfunction|Mental Disorder,DEVICE: Emerald Device Monitoring,Mclean Hospital,National Institute on Aging (NIA),,OBSERVATIONAL
NCT05552157,A Study of Potential Disease Modifying Treatments in Individuals at Risk for or With a Type of Early Onset AD Caused by a Genetic Mutation,https://clinicaltrials.gov/study/NCT05552157,RECRUITING,"Alzheimers Disease|Dementia|Alzheimers Disease, Familial",DRUG: Remternetug (SC)|DRUG: Matching Placebo (Remternetug),Washington University School of Medicine,Alzheimer's Association|Eli Lilly and Company|National Institute on Aging (NIA),PHASE2|PHASE3,INTERVENTIONAL
NCT06809725,Software Validation Study-Cognitive Status Indicator,https://clinicaltrials.gov/study/NCT06809725,ENROLLING_BY_INVITATION,Alzheimer Disease|Mild Cognitive Impairment|Dementia,DIAGNOSTIC_TEST: SPARK Cognitive Status Indicator (software support data collected via EEG),Spark Neuro Inc.,National Institute on Aging (NIA),,INTERVENTIONAL
NCT06670820,ITBS in MCI and Mild AD,https://clinicaltrials.gov/study/NCT06670820,NOT_YET_RECRUITING,Mild Cognitive Impairment (MCI)|Mild Alzheimer Disease,DEVICE: Active rTMS|DEVICE: Sham rTMS,"National Defense Medical Center, Taiwan",,,INTERVENTIONAL
NCT00630851,A Study of the Efficacy and Safety of Aricept in Patients With Severe Alzheimer's Disease Who Are Living in Skilled Nursing Homes,https://clinicaltrials.gov/study/NCT00630851,COMPLETED,Alzheimer Disease,DRUG: Donepezil (Aricept)|DRUG: Placebo,Pfizer,,PHASE3,INTERVENTIONAL
NCT03031184,Study of Mirtazapine for Agitation in Dementia,https://clinicaltrials.gov/study/NCT03031184,COMPLETED,Dementia,DRUG: Mirtazapine|OTHER: Placebo,University of Sussex,"Norwich Clinical Trials Unit|University of East Anglia|University of Cambridge|University College, London|London School of Economics and Political Science|University of Manchester|University of Newcastle Upon-Tyne|Birmingham and Solihull Mental Health NHS Foundation Trust|Alzheimer's Society|The Centre for Dementia Studies, Brighton and Sussex Medical School and SPFT",PHASE3,INTERVENTIONAL
NCT00000173,Memory Impairment Study (Mild Cognitive Impairment Study),https://clinicaltrials.gov/study/NCT00000173,COMPLETED,Alzheimer Disease,DRUG: Donepezil|DRUG: Vitamin E,National Institute on Aging (NIA),Alzheimer's Disease Cooperative Study (ADCS),PHASE3,INTERVENTIONAL
NCT01095718,Comparison of 3 Learning Methods to Improve Independent Activities of Daily Living (IADLs) in Alzheimer Disease,https://clinicaltrials.gov/study/NCT01095718,UNKNOWN,Alzheimer Disease,BEHAVIORAL: Errorless Learning|BEHAVIORAL: Modeling|BEHAVIORAL: Trial and Error,Department of Clinical Research and Innovation,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France|Fondation Mederic Alzheimer",,INTERVENTIONAL
NCT03506672,Assessing the Effectiveness of an Approach for Vocal Behaviors in Older People Living in Nursing Homes,https://clinicaltrials.gov/study/NCT03506672,COMPLETED,Behavioral Symptoms,OTHER: Approach based on the meanings of vocal behaviours|OTHER: Usual practices,Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal,,,INTERVENTIONAL
NCT03493282,Effect of CT1812 Treatment on Brain Synaptic Density,https://clinicaltrials.gov/study/NCT03493282,COMPLETED,Alzheimer Disease,DRUG: Active Treatment- CT1812 100 mg|DRUG: Active Treatment- CT1812 300 mg|DRUG: Placebo,Cognition Therapeutics,National Institute on Aging (NIA),PHASE1|PHASE2,INTERVENTIONAL
NCT06875986,"REXULTI Drug General Use-results Survey (Excessive Motor Activity or Physically/Verbally Aggressive Behavior Due to Rapid Changes in Mood, Irritability, and/or Outbursts Associated With Dementia Due to Alzheimer's Disease)",https://clinicaltrials.gov/study/NCT06875986,RECRUITING,Alzheimer Disease,DRUG: Brexpiprazole (Rexulti),"Otsuka Pharmaceutical Co., Ltd.",,,OBSERVATIONAL
NCT04931459,"A Study to Evaluate the Safety, Tolerability, and Blood Levels of ACU193 in Participants With MCI or Mild AD",https://clinicaltrials.gov/study/NCT04931459,COMPLETED,Alzheimer Disease,DRUG: ACU193|DRUG: Placebo,Acumen Pharmaceuticals,National Institute on Aging (NIA),PHASE1,INTERVENTIONAL
NCT01978548,A Study to Evaluate the Effects of JNJ-54861911 on Amyloid Beta Processing in Cerebrospinal Fluid and Plasma in Patients With Prodromal Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01978548,COMPLETED,Alzheimer Disease,DRUG: JNJ-54861911 10 mg|DRUG: JNJ-54861911 50 mg|DRUG: Placebo,"Janssen Research & Development, LLC",,PHASE1,INTERVENTIONAL
NCT06185543,"A Phase 2, Randomized, Prospective Double-Blind, Single-Center, Placebo-controlled Study to Evaluate Safety, Tolerability, Target Engagement, and Efficacy of PrimeC in Patients With Mild to Moderate Alzheimer's Disease.",https://clinicaltrials.gov/study/NCT06185543,RECRUITING,Alzheimer Disease,DRUG: PrimeC|DRUG: Placebo,NeuroSense Therapeutics Ltd.,,PHASE2,INTERVENTIONAL
NCT06864910,Brain Functional Changes Accompany Modulatory Effects of Transcranial Direct Current Stimulation in Cognitive Impairment,https://clinicaltrials.gov/study/NCT06864910,COMPLETED,Cognitive Impairment,DEVICE: anodal transcranial Direct Current Stimulation,"National Institute of Mental Health and Neuro Sciences, India",,,OBSERVATIONAL
NCT00548951,Alzheimer Patients and the Snoezelen Program,https://clinicaltrials.gov/study/NCT00548951,COMPLETED,Dementia,OTHER: Snoezelen Room|OTHER: Snoezelen Room|OTHER: Control,Queen's University,,PHASE1,INTERVENTIONAL
NCT00397891,Study Evaluating Single Ascending Doses of AAB-001 Vaccine SAD Japanese Patients With Alzheimers Disease,https://clinicaltrials.gov/study/NCT00397891,COMPLETED,Alzheimer Disease,DRUG: bapineuzumab|DRUG: bapineuzumab|DRUG: bapineuzumab,Wyeth is now a wholly owned subsidiary of Pfizer,,PHASE1,INTERVENTIONAL
NCT04255329,Non Verbal Communication and Dementia,https://clinicaltrials.gov/study/NCT04255329,WITHDRAWN,Neurocognitive Disorders|Alzheimer Disease,OTHER: Montessori reading roundtable|OTHER: Usual reading,"University Hospital, Montpellier","University of Geneva, Switzerland",,INTERVENTIONAL
NCT04251182,Clinical Study Evaluating Efficacy and Safety of T3D-959 in Mild-to-moderate AD Subjects,https://clinicaltrials.gov/study/NCT04251182,COMPLETED,Alzheimer Disease,DRUG: 15mg T3D-959|DRUG: 30 mg T3D-959|DRUG: 45 mg T3D-959|DRUG: Placebos,"T3D Therapeutics, Inc.","National Institute on Aging (NIA)|Clinilabs, Inc.|Alzheimer's Association",PHASE2,INTERVENTIONAL
NCT05469009,Safety and Feasibility of Exablate Blood-Brain Barrier Disruption for Mild Cognitive Impairment or Mild Alzheimer's Disease Undergoing Standard of Care Monoclonal Antibody (mAb) Therapy,https://clinicaltrials.gov/study/NCT05469009,RECRUITING,Mild Cognitive Impairment|Alzheimer Disease 1,DRUG: Aducanumab|DEVICE: Exablate Model 4000 Type 2|DRUG: Lecanemab,Ali Rezai,InSightec,EARLY_PHASE1,INTERVENTIONAL
NCT06597942,Deep Repetitive Transcranial Magnetic Stimulation (rTMS) of the Precuneus for Alzheimer Disease (AD),https://clinicaltrials.gov/study/NCT06597942,RECRUITING,Alzheimer&amp;amp;#39;s Disease|Alzheimer Disease|Dementia Alzheimer Type|Mild Alzheimer&amp;amp;#39;s Disease|Moderate Alzheimer&amp;amp;#39;s Disease|Alzheimer&amp;#39;s Disease (AD)|Alzheimer&amp;#39;s Dementia,DEVICE: TMS|DEVICE: Transcranial Magnetic Stimulation Sham,"University of California, Los Angeles",,PHASE1|PHASE2,INTERVENTIONAL
NCT02509117,First-In-Human Study Of Single And Multiple Ascending Doses Of PF-06751979,https://clinicaltrials.gov/study/NCT02509117,COMPLETED,Healthy Subjects,DRUG: PF-06751979 single ascending dose|DRUG: Placebo single dose|DRUG: PF-06751979 multiple ascending dose|DRUG: Placebo multiple dose|DRUG: PF-06751979 multiple dose|DRUG: PF-06751979 multiple dose,Pfizer,,PHASE1,INTERVENTIONAL
NCT06292351,DMB-I in the Treatment of Alzheimer Type Dementia,https://clinicaltrials.gov/study/NCT06292351,COMPLETED,Alzheimer Disease|Dementia of Alzheimer Type,DRUG: DMB-I (Dimebon)|OTHER: Placebo,Bigespas LTD,,PHASE2,INTERVENTIONAL
NCT05877196,A SMART Trial of Adaptive Exercises to Optimize Aerobic-Fitness Responses,https://clinicaltrials.gov/study/NCT05877196,RECRUITING,Mild Cognitive Impairment|Alzheimer Disease|Cognitive Impairment|Cognitive Decline|Memory Loss|Memory Impairment,BEHAVIORAL: Moderate Intensity Continuous Training (MICT)|BEHAVIORAL: Chair-based Stretch|BEHAVIORAL: High-Intensity Interval Training (HIIT)|BEHAVIORAL: Combined Aerobic Resistance Exercise (CARE),Arizona State University,Banner Alzheimer's Institute,,INTERVENTIONAL
NCT05591313,Acute Exercise on Neurocognitive Function Among Adults With/Without Generic Risk of AD,https://clinicaltrials.gov/study/NCT05591313,COMPLETED,Alzheimer Disease 2 Due to Apoe4 Isoform,BEHAVIORAL: LI-40|BEHAVIORAL: MI-30|BEHAVIORAL: HI-16,National Taiwan Normal University,,,INTERVENTIONAL
NCT04526262,Assessment of Initial Efficacy and Safety of High Intensity Focused Ultrasound 'ExAblate 4000 Type 2' for Blood Brain Barrier Disruption in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04526262,UNKNOWN,Alzheimer Disease,DEVICE: transcranial magnetic resonance guided focused ultrasound BBB disruption,Yonsei University,,,INTERVENTIONAL
NCT05477056,Quality Improvement PrecivityAD Clinician Survey (QUIP I),https://clinicaltrials.gov/study/NCT05477056,COMPLETED,Alzheimer Disease|Mild Cognitive Impairment|Dementia|Cognitive Decline,OTHER: PrecivityAD blood test,C2N Diagnostics,,,OBSERVATIONAL
NCT03056495,Clinical Trial to Determine Tolerable Dosis of Vorinostat in Patients With Mild Alzheimer Disease,https://clinicaltrials.gov/study/NCT03056495,TERMINATED,Alzheimer Disease,DRUG: N-hydroxy-N'-phenyl-octanediamide (Vorinostat),German Center for Neurodegenerative Diseases (DZNE),"University Hospital, Bonn|University of GÃ¶ttingen",PHASE1,INTERVENTIONAL
NCT04901494,SSRI's and the Rate of Progression From MCI to Dementia,https://clinicaltrials.gov/study/NCT04901494,WITHDRAWN,Mild Cognitive Impairment|Dementia|Alzheimer Disease,DRUG: SSRI,Ohio State University,,,OBSERVATIONAL
NCT04851691,An Electronic Clinical Decision Support Tool to Reduce Low-value Antipsychotic Prescriptions,https://clinicaltrials.gov/study/NCT04851691,COMPLETED,Alzheimer Disease|Dementia Alzheimers|Dementia of Alzheimer Type,BEHAVIORAL: EHR CDS|OTHER: Usual Care,"University of California, Los Angeles",National Institute on Aging (NIA),,INTERVENTIONAL
NCT02727699,"A Phase II Study to Assess the Safety, Tolerability and Efficacy of Xanamemâ„¢ in Subjects With Mild Dementia Due to AD (XanADu)",https://clinicaltrials.gov/study/NCT02727699,COMPLETED,"Dementia, Alzheimer Type",DRUG: Xanamemâ„¢|DRUG: Placebo (for Xanamemâ„¢),Actinogen Medical,ICON Clinical Research,PHASE2,INTERVENTIONAL
NCT04498650,A Study to Evaluate Safety and Tolerability of Different Doses and Efficacy of PQ912 in Subjects With MCI and Mild AD,https://clinicaltrials.gov/study/NCT04498650,COMPLETED,Early Alzheimers Disease|Mild Cognitive Impairment Due to AD,DRUG: PQ912|DRUG: Placebo,Vivoryon Therapeutics N.V.,"Nordic Bioscience A/S|Amsterdam UMC, location VUmc",PHASE2,INTERVENTIONAL
NCT03822208,First in Human Study for Safety and Tolerability of AL003.,https://clinicaltrials.gov/study/NCT03822208,COMPLETED,Healthy|Alzheimer Disease,BIOLOGICAL: AL003|OTHER: Saline Solution,Alector Inc.,,PHASE1,INTERVENTIONAL
NCT03635047,A Phase I Study for Safety and Tolerability of AL002.,https://clinicaltrials.gov/study/NCT03635047,COMPLETED,Healthy|Alzheimer Disease,BIOLOGICAL: AL002|OTHER: Saline Solution,Alector Inc.,,PHASE1,INTERVENTIONAL
NCT03630419,Specialized Food Plan Based on Individual Physiological Comprehensive Body Assessments Accompanied With Cellular Repair Therapy to Decrease Inflammation Cognitively Impaired Patients,https://clinicaltrials.gov/study/NCT03630419,COMPLETED,Mild Cognitive Impairment|Alzheimer Disease,DIETARY_SUPPLEMENT: Mito-Food Plan|OTHER: Cellular Repair Therapy,"Perseverance Research Center, LLC",Cerulean Advanced Fitness and Wellness,PHASE1|PHASE2,INTERVENTIONAL
NCT06980207,"A Phase 1, MAD Study to Evaluate the Safety, Tolerability and Pharmacokinetics of LY03017",https://clinicaltrials.gov/study/NCT06980207,NOT_YET_RECRUITING,Hallucinations and Delusions Associated With Alzheimer's Disease Psychosis|Hallucinations and Delusions Associated With Parkinson Disease Psychosis|Negative Symptoms of Schizophrenia,DRUG: LY03017|DRUG: LY03017-Placebo,Luye Pharma Group Ltd.,,PHASE1,INTERVENTIONAL
NCT06891716,[18F]ACI-19626 PET in TDP-43 Proteinopathies,https://clinicaltrials.gov/study/NCT06891716,RECRUITING,Frontotemporal Dementia (FTD)|Amyotrophic Lateral Sclerosis (ALS)|TDP-43 Proteinopathies|Suspected Limbic Predominant Age-related TDP-43 Encephalopathy (LATE)|Alzheimer's Disease (AD),OTHER: [18F]ACI-19626,AC Immune SA,"Amsterdam UMC, location VUmc",EARLY_PHASE1,INTERVENTIONAL
NCT06474013,A Clinical Trial to Evaluate the Initial Safety and Efficacy of Repetitive BBB (Blood Brain Barrier) Disruption Using High Intensity Focused Ultrasound 'ExAblate 4000 Type 2.1' in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06474013,NOT_YET_RECRUITING,Alzheimer Disease,DEVICE: ExAblate 4000 Type 2.1,Korea University Anam Hospital,,,INTERVENTIONAL
NCT05804279,Pharmacokinetics of BPDO-1603 or BPDO-16031 and BPDO-16033 Administration in Healthy Adults,https://clinicaltrials.gov/study/NCT05804279,COMPLETED,Healthy,DRUG: BPDO-1603,Hyundai Pharm,,PHASE1,INTERVENTIONAL
NCT05561205,rTMS for Apathy Clinical Trial,https://clinicaltrials.gov/study/NCT05561205,RECRUITING,Alzheimer Disease|Apathy in Dementia,DEVICE: rTMS|DRUG: methylphenidate,Sunnybrook Health Sciences Centre,,,INTERVENTIONAL
NCT03080051,Evaluation of [18F]MNI-952 as a Potential PET Radioligand for Imaging Tau Protein in the Brain,https://clinicaltrials.gov/study/NCT03080051,COMPLETED,Progressive Supranuclear Palsy|Alzheimer Disease|Healthy Volunteers,DRUG: [18F]MNI-952|DRUG: [18F]Florbetapir,Molecular NeuroImaging,,EARLY_PHASE1,INTERVENTIONAL
NCT06388551,"A Phase 1, SAD Study to Evaluate the Safety and Tolerability of LY03017",https://clinicaltrials.gov/study/NCT06388551,NOT_YET_RECRUITING,Hallucinations and Delusions Associated With Alzheimer's Disease Psychosis|Hallucinations and Delusions Associated With Parkinson Disease Psychosis|Negative Symptoms of Schizophrenia,DRUG: LY03017|DRUG: LY03017-Placebo,Luye Pharma Group Ltd.,,PHASE1,INTERVENTIONAL
NCT06996730,"A Study of Donanemab, RG6289, or the Combination of Donanemab and RG6289 in Presenilin 1 (PSEN1) E280A Mutation Carriers for the Treatment of Autosomal-Dominant Alzheimer's Disease",https://clinicaltrials.gov/study/NCT06996730,NOT_YET_RECRUITING,Autosomal Dominant Alzheimers Disease|Early Onset Alzheimer Disease|Alzheimers Disease,DRUG: Donanemab|DRUG: RG6289|DRUG: Donanemab placebo|DRUG: RG6289 placebo,Banner Health,National Institute on Aging (NIA)|Universidad de Antioquia,PHASE2|PHASE3,INTERVENTIONAL
NCT06194552,A Multiple Dose Study of the Safety and Pharmacokinetics of NTRX-07,https://clinicaltrials.gov/study/NCT06194552,COMPLETED,Alzheimer Disease,DRUG: NTRX-07|DRUG: Placebo,"NeuroTherapia, Inc.",CRU Early Phase Unit Kistarcsa,PHASE1,INTERVENTIONAL
NCT03814603,"The Sleep Amyloid, Slow WAve Race and Ethnicity Study",https://clinicaltrials.gov/study/NCT03814603,RECRUITING,Alzheimer Disease,PROCEDURE: PET-MR Scan|DRUG: PiB,NYU Langone Health,Icahn School of Medicine at Mount Sinai,,OBSERVATIONAL
NCT06120049,[18F]-MFBG Versus [123I]-MIBG and [18F]-PE2I in PD vs. MSA and DLB vs. AD,https://clinicaltrials.gov/study/NCT06120049,RECRUITING,Parkinson Disease|Dementia With Lewy Bodies|MSA - Multiple System Atrophy|Alzheimer Disease,DIAGNOSTIC_TEST: [18F]-MFBG PET CT|DIAGNOSTIC_TEST: [18F]-FE-PE2I PET CT or PET MRI|DIAGNOSTIC_TEST: [123I]-MIBG SPECT CT|DIAGNOSTIC_TEST: [18F]-MFBG PET dosimetry scans,prof. dr. Koen Van Laere,"University Hospital, Ghent|Fund for Scientific Research, Flanders, Belgium|KU Leuven|Universitaire Ziekenhuizen KU Leuven",PHASE2|PHASE3,INTERVENTIONAL
NCT03587649,Evaluation of [18F]MNI-1126 as an Imaging Marker for Synaptic Density Loss,https://clinicaltrials.gov/study/NCT03587649,COMPLETED,Alzheimer Disease|Parkinson Disease|Healthy Volunteers,DRUG: [18F]MNI-1126,Invicro,,PHASE1,INTERVENTIONAL
NCT03545789,Phase 1 Test-retest Evaluation of [18F]MNI-958 PET,https://clinicaltrials.gov/study/NCT03545789,COMPLETED,Healthy Volunteers|Alzheimer Disease|Progressive Supranuclear Palsy,DRUG: [18F]MNI-958,Invicro,,PHASE1,INTERVENTIONAL
NCT00799786,"Building Better Caregivers Online: An Online Workshop for Caregivers of Those With Traumatic Brain Injury, Post Traumatic Stress Disorder, or Alzheimer's or Other Dementia",https://clinicaltrials.gov/study/NCT00799786,COMPLETED,"Dementia|Brain Injuries|Stress Disorders, Traumatic",BEHAVIORAL: Building Better Caregivers Online Workshop,Stanford University,VA Greater Los Angeles Healthcare System,PHASE1,INTERVENTIONAL
NCT01325402,An Open Positron Emission Tomography Study to Assess the Effects of Varying Mass of AZD4694 on Radioligand Binding Parameters in Healthy Volunteers and Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01325402,COMPLETED,Maximum Diagnostic Mass of [18Fluor]AZD4694,OTHER: [18Fluor]AZD4694|OTHER: [18Fluor]AZD4694|OTHER: [18Fluor]AZD4694,AstraZeneca,,PHASE1,INTERVENTIONAL
NCT05395624,"Safety, PK and Biodistribution of 18F-OP-801 in Patients With ALS, AD, MS, PD and Healthy Volunteers",https://clinicaltrials.gov/study/NCT05395624,RECRUITING,Amyotrophic Lateral Sclerosis (ALS)|Parkinson Disease (PD)|Alzheimer Disease (AD)|Multiple Sclerosis (MS),DRUG: 18F-OP-801,"Ashvattha Therapeutics, Inc.",,PHASE1|PHASE2,INTERVENTIONAL
NCT03058965,Phase 0 Evaluation of [18F]MNI-958 as a Potential PET Radioligand for Imaging Tau Protein in the Brain,https://clinicaltrials.gov/study/NCT03058965,COMPLETED,Alzheimer Disease|Healthy Volunteers|Progressive Supranuclear Palsy,DRUG: [18F]MNI-958|DRUG: [18F]Florbetapir|DRUG: DaTscan,Molecular NeuroImaging,,EARLY_PHASE1,INTERVENTIONAL
NCT01524887,"Phase 3 IGIV, 10% in AlzheimerÂ´s Disease",https://clinicaltrials.gov/study/NCT01524887,TERMINATED,AlzheimerÂ´s Disease,"BIOLOGICAL: Immune Globulin Intravenous (Human), 10% Solution|BIOLOGICAL: Human albumin 0.25%",Baxalta now part of Shire,,PHASE3,INTERVENTIONAL
NCT06708182,SAGE LEAF 2: An Online Program to Reduce Dementia Caregiver Burden,https://clinicaltrials.gov/study/NCT06708182,NOT_YET_RECRUITING,Caregiving Stress|Caregiver Burden,BEHAVIORAL: SAGE LEAF Positive Emotion Skills Course,Northwestern University,National Institute on Aging (NIA)|BrightOutcome,,INTERVENTIONAL
NCT00371059,Memantine for Agitation in Dementia,https://clinicaltrials.gov/study/NCT00371059,COMPLETED,DEMENTIA,DRUG: Memantine|DRUG: Placebo,East Kent Hospitals University NHS Foundation Trust,"University of Oxford|Institute of Psychiatry, London|University of London|University College, London|Indiana University School of Medicine",PHASE4,INTERVENTIONAL
